Mode,Month,Origin Country,Origin Latitude,Origin Longitude,State,Load Port,Species,End Use,Destination Country,Destination Latitude,Destination Longitude,Quantity,Year
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,930",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,"3,812",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"10,431",2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,198,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,152,2016
Sea,Nov,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,683",2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,36,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,78,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,150,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,"1,564",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Turkey,38.963745,35.243322,"6,330",2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,447,2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,059",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,189",2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,Vietnam,14.058324,108.277199,48,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,300,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,294",2016
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,138,2016
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,50,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,103,2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Feeder,Vietnam,14.058324,108.277199,"2,454",2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,729",2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,350,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,200,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,566",2016
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,60,2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,China,35.86166,104.195397,221,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,155,2016
Sea,Nov,Australia,-25.274398,133.775136,QLD,Karumba,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,871",2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,912",2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,90,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,050",2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,New Zealand,-40.900557,174.885971,4,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,794",2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,144,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,739",2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,151,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,460,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,262,2016
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,122,2016
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Malaysia,4.210484,101.975766,10,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,394,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,63,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,162,2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,Malaysia,4.210484,101.975766,"1,856",2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,114,2016
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,592,2016
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,104,2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"6,000",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,"5,000",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"30,000",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Qatar,25.354826,51.183884,150,2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Kuwait,29.31166,47.481766,25,2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"26,561",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"4,260",2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,182,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,103",2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,88,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,73,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,96,2016
Sea,Nov,Australia,-25.274398,133.775136,SA,Port Adelaide,Cattle,Feeder,Turkey,38.963745,35.243322,"3,420",2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,152,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Breeder,China,35.86166,104.195397,"1,151",2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,400",2016
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Alpacas,Breeder,New Zealand,-40.900557,174.885971,62,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,143,2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,454",2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,863,2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,998",2016
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"4,193",2016
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Indonesia,-0.789275,113.921327,200,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Turkey,38.963745,35.243322,"9,097",2016
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,184,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,103,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,"1,034",2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,144,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,"7,029",2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Argentina,-38.416097,-63.616672,8,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,138,2016
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"4,353",2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,811",2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,020",2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,577",2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,96,2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,639",2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,148,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,76,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,50,2016
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Indonesia,-0.789275,113.921327,194,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,156,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,139,2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,792",2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,529",2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,58,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,868,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Cattle,Slaughter,Malaysia,4.210484,101.975766,40,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Camels,Breeder,Malaysia,4.210484,101.975766,6,2016
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Malaysia,4.210484,101.975766,3,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,122,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,146,2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,254",2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016
Sea,Dec,Australia,-25.274398,133.775136,VIC,Geelong,Cattle,Breeder,China,35.86166,104.195397,"4,190",2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Vietnam,14.058324,108.277199,30,2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,100,2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Alpacas,Breeder,Vietnam,14.058324,108.277199,7,2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Vietnam,14.058324,108.277199,10,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,90,2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,795",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,635",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Productive,Indonesia,-0.789275,113.921327,600,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Productive,Indonesia,-0.789275,113.921327,500,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,864",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,000",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,500",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,250,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,100,2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Deer,Breeder,Malaysia,4.210484,101.975766,80,2016
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,Pakistan,30.375321,69.345116,"1,046",2016
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,Kuwait,29.31166,47.481766,255,2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,972",2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,98,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,24,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Goats,Breeder,Malaysia,4.210484,101.975766,39,2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,118,2016
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Thailand,15.870032,100.992541,199,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,44,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,114,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,138,2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Bangladesh,23.684994,90.356331,4,2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,930,2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,542,2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,50,2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,60,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,146,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,154,2016
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Indonesia,-0.789275,113.921327,206,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,780",2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,963",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"8,000",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Kuwait,29.31166,47.481766,50,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"37,000",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"28,789",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"5,493",2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,155,2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,680",2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,"3,826",2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,034",2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Productive,Indonesia,-0.789275,113.921327,800,2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,744",2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,922,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"6,000",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"1,787",2016
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,900,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Breeder,Pakistan,30.375321,69.345116,"1,266",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Breeder,United Arab Emirates,23.424076,53.847818,124,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,900,2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,205",2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,782",2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,146,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Malaysia,4.210484,101.975766,"2,902",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,100",2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"4,609",2016
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,133,2016
Air,Dec,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,148,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,991",2016
Sea,Dec,Australia,-25.274398,133.775136,SA,Port Adelaide,Cattle,Feeder,Turkey,38.963745,35.243322,"1,906",2016
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Argentina,-38.416097,-63.616672,3,2016
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,New Zealand,-40.900557,174.885971,2,2016
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Turkey,38.963745,35.243322,"4,549",2016
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,886",2016
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,170,2017
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,127",2017
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,79,2017
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"3,435",2017
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,598",2017
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,142,2017
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,82,2017
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2017
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,830",2017
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2017
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,Japan,36.204824,138.252924,81,2017
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,181,2017
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,366",2017
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,135,2017
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,38,2017
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,147,2017
Sea,Jan,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,023",2017
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,628",2017
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,153,2017
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,141,2017
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,796",2017
