Mode,Month,Origin Country,Origin Latitude,Origin Longitude,State,Load Port,Species,End Use,Destination Country,Destination Latitude,Destination Longitude,Quantity,Year
Air,Aug,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,418",2016
Air,Aug,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,827,2016
Sea,Aug,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,897",2016
Air,Aug,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,China,35.86166,104.195397,"1,154",2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,117",2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Aug,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Slaughter,Malaysia,4.210484,101.975766,157,2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,152,2016
Air,Aug,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Slaughter,Malaysia,4.210484,101.975766,127,2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,134,2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,165",2016
Air,Aug,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,New Zealand,-40.900557,174.885971,5,2016
Sea,Aug,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"4,750",2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,130,2016
Sea,Aug,Australia,-25.274398,133.775136,QLD,Karumba,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,890",2016
Sea,Aug,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,065",2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Malaysia,4.210484,101.975766,"6,600",2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,110",2016
Sea,Aug,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"3,444",2016
Sea,Aug,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,857",2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,154,2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"30,000",2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Qatar,25.354826,51.183884,200,2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"15,169",2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"10,000",2016
Air,Aug,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Slaughter,Malaysia,4.210484,101.975766,201,2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Wyndham,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,527",2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,132,2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,30,2016
Air,Aug,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Slaughter,Malaysia,4.210484,101.975766,209,2016
Air,Aug,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,China,35.86166,104.195397,"1,202",2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,197,2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Jordan,30.585164,36.238414,"29,686",2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Jordan,30.585164,36.238414,11,2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,"6,988",2016
Sea,Aug,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Feeder,Israel,31.046051,34.851612,"11,600",2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,156,2016
Sea,Aug,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,734",2016
Air,Aug,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,132,2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,198,2016
Air,Aug,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,135,2016
Sea,Aug,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,499",2016
Sea,Aug,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,000",2016
Sea,Aug,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Productive,Indonesia,-0.789275,113.921327,"1,567",2016
Sea,Sep,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"3,045",2016
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Breeder,Vietnam,14.058324,108.277199,489,2016
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,164",2016
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,770,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,108,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,157,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,115,2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,835",2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,562,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,148,2016
Air,Sep,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,016",2016
Air,Sep,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,350,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,130,2016
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,260",2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,146,2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,100,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Singapore,1.352083,103.819836,"1,968",2016
Air,Sep,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,48,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Singapore,1.352083,103.819836,132,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,212,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,210,2016
Sea,Sep,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Philippines,12.879721,121.774017,"2,634",2016
Sea,Sep,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"3,947",2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,152,2016
Sea,Sep,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"3,877",2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,114,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,23,2016
Air,Sep,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,016",2016
Sea,Sep,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,672",2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Sea,Sep,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,"5,000",2016
Sea,Sep,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"30,000",2016
Sea,Sep,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"27,415",2016
Sea,Sep,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"8,000",2016
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,907,2016
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,"1,114",2016
Sea,Sep,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,"3,986",2016
Sea,Sep,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Feeder,Israel,31.046051,34.851612,"26,479",2016
Sea,Sep,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,948,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,144,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,124,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,502",2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,100,2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,136,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,"1,977",2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,100,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,141,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,146,2016
Sea,Sep,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,"2,159",2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,136,2016
Sea,Sep,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"3,000",2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,796,2016
Sea,Sep,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,458,2016
Air,Sep,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,156,2016
Air,Sep,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,104,2016
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,267",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Broome,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,100",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,690",2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"4,787",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"27,000",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"7,500",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,"5,000",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"25,430",2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,142,2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"6,056",2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,154,2016
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,558,2016
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,54,2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,151,2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,983",2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,144,2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,149,2016
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Malaysia,4.210484,101.975766,507,2016
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Malaysia,4.210484,101.975766,122,2016
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,573",2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Weipa,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,900",2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,186,2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"4,034",2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Productive,Indonesia,-0.789275,113.921327,"1,786",2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,320",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"55,000",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"24,166",2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,156,2016
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,671",2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,132,2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Feeder,Vietnam,14.058324,108.277199,"2,267",2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,135,2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,99,2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,27,2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,136,2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,698",2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,590,2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Broome,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,562",2016
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,152",2016
Air,Oct,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,204,2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,138,2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,108,2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,146,2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,146,2016
Air,Oct,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,976,2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,90,2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,870,2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,152,2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"25,963",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Kuwait,29.31166,47.481766,25,2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"8,000",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Qatar,25.354826,51.183884,200,2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"36,000",2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,132,2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,726",2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,192,2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,887",2016
Air,Oct,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,160,2016
Air,Oct,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Indonesia,-0.789275,113.921327,200,2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Karumba,Cattle,Slaughter,Brunei Darussalam,4.535277,114.727669,698,2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Karumba,Cattle,Breeder,Malaysia,4.210484,101.975766,796,2016
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,032",2016
Sea,Oct,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"4,000",2016
Sea,Oct,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,679",2016
Sea,Oct,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,002",2016
Sea,Oct,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Turkey,38.963745,35.243322,"15,366",2016
Air,Oct,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,171,2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,China,35.86166,104.195397,"1,474",2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,343,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,585,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Cattle,Slaughter,Malaysia,4.210484,101.975766,20,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Camels,Breeder,Malaysia,4.210484,101.975766,13,2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,Malaysia,4.210484,101.975766,150,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,152,2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,United Arab Emirates,23.424076,53.847818,166,2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,United Arab Emirates,23.424076,53.847818,68,2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,Malaysia,4.210484,101.975766,142,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,102,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,64,2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,Malaysia,4.210484,101.975766,153,2016
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,40,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,148,2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Geraldton,Cattle,Slaughter,Malaysia,4.210484,101.975766,"2,419",2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Alpacas,Breeder,New Zealand,-40.900557,174.885971,28,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Malaysia,4.210484,101.975766,372,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,105",2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,"1,302",2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,Malaysia,4.210484,101.975766,149,2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Productive,Indonesia,-0.789275,113.921327,585,2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,168",2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,123,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,157,2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,Malaysia,4.210484,101.975766,162,2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,864",2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Indonesia,-0.789275,113.921327,200,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,141,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,126,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,167",2016
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Taiwan,23.69781,120.960515,204,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"35,000",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"4,000",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"36,377",2016
Sea,Nov,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"4,244",2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,144,2016
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,128,2016
Air,Nov,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,149,2016
Air,Nov,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,131,2016
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,732,2016
